name,maker,information,danger,id,score
헬씨비타정,삼성제약,"* 다음 경우의 비타민 B1, B2, B6, C, E의 보급 : 육체피로, 임신.수유기, 병중ㆍ병후의 체력저하시, 노년기* 햇빛, 피부병, 등에 의한 색소침착(기미, 주근깨)의 완화* 잇몸출혈, 비출혈 예방* 아연의 보급",NULL,2993,1
메가탑플러스연질캡슐,삼성제약,"다음 경우의 비타민 B1, B2, B6, E의 보급- 육체피로- 임신ㆍ수유기 -병중ㆍ병후의 체력 저하시- 노년기* 비타민 E(초산토코페롤) :말초혈행장해 및 갱년기시 다음 증상의 완화 : 어깨ㆍ목결림, 수족저림ㆍ수족냉증* 비타민 B1(푸르설티아민) :다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 견통 등)- 각기- 눈의 피로* 비타민B2(낙산리보플라민), B6 (염산피리독신) : 다음 증상의 완화 :  구각염, 구순염, 구내염, 설염, 습진, 피부염",NULL,2994,1
에너시캡슐,삼성제약,"자양강장, 허약체질, 육체피로, 병중병후 발열성 소모성 질환, 임신ㆍ수유기 등의 영양보급",NULL,2995,2
인바이오넷아로사민캡슐,크리스탈생명과학,"1. 다음 질환에 사용할 수 있다.  골관절염(퇴행성 관절질환)",NULL,2996,1
노플정,크리스탈생명과학,"[허가사항변경(2015년 재평가), 의약품안전평가과-6848, 2016.12.12.](정제)(시럽제)코감기, 알레르기 및 혈관운동성 코염에 의한 다음 증상의 완화 : 재채기, 콧물, 코막힘, 눈물(캡슐제)코감기, 알레르기 및 혈관운동성 코염에 의한 다음 증상의 완화 : 재채기, 콧물, 코막힘",NULL,2997,3
경남물파스액,경남제약,"- 다음 증상의 소염ㆍ진통 : 삠, 타박상, 근육통, 요통, 어깨결림, 신경통, 류마티스통증- 동창",NULL,2998,1
키노랄크림,경남제약,"1. 다음의 피부진균증 :1) 백선 : 체부백선, 완선, 족부백선2) 피부칸디다증3) 어루러기4) 지루피부염",NULL,2999,1
썰스탑캡슐,경남제약,"설사, 복통(배아픔)을 수반하는 설사, 체함, 묽은 변, 토사",NULL,3000,1
벤비락스정,삼성제약,"변비에 따른 다음 증상의 완화: 식욕부진(식욕감퇴), 복부팽만, 장내이상, 발효, 치질",NULL,3001,15
헤파신에이연질캡슐,삼성제약,"다음 질환의 보조치료:만성간질환, 독성 간질환",NULL,3002,2
삼성미코톤크림,삼성제약,"무좀, 완선, 체부백선",NULL,3003,1
그렌트정,경남제약,"다음 경우의 비타민 A, B1, B2, B6, C, D, E의 보급- 육체피로- 임신 ㆍ 수유기- 병중 ㆍ 병후(병을 앓는 동안이나 회복 후)의 체력저하시- 발육기- 노년기눈의 건조감의 완화, 야맹증(밤에 잘 못 보는 증상)뼈, 이의 발육불량, 구루병의 예방햇빛, 피부병 등에 의한 색소침착(기미, 주근깨)의 완화잇몸출혈 ㆍ 비출혈(코피) 예방철 결핍성 빈혈의 예방 및 치료",NULL,3004,2
에스펜겔,삼성제약,"(겔제) 다음 질환 및 증상의 진통ㆍ소염 :   1. 건, 인대, 근육 및 관절의 외상성 염증(삠, 타박상 등)  2. 연조직 류마티스의 국소형(건초염, 어깨손증후군, 점액낭염, 관절주위염 등)  3. 류마티스 질환의 국소형(말초관절 및 척추의 골관절증 등)",NULL,3005,2
판테로콜연질캡슐,삼성제약,"1.고콜레스테롤 혈증의 개선2.고콜레스테롤 혈증에 수반되는 말초혈행장애(수족냉증, 저림)의 완화",NULL,3006,1
데시르정,테라젠이텍스,"다음 질환 및 증상의 염증성 부종의 완화 : 수술 및 외상후, 유즙울체",NULL,3007,1
테르비나외용액,삼성제약,"1. Trichophyton(T.rubrum, T.mentagrophytes, T.verrucosum, T.violaceum), Microsporum canis 및 Epidermophyton floccosum과 같은 피부사상균에 의한 피부진균감염증 : 족부백선, 고부백선(완선), 체부백선 2. Pityrosporum orbiculare(Malassezia furfur)에 의한 어루러기",NULL,3008,5
삭신펜첩부제,삼성제약,"다음 질환 및 증상의 진통ㆍ소염 : 퇴행성관절염(골관절염), 어깨관절주위염, 건ㆍ건초염, 건주위염, 상완골상과염(테니스 엘보우 등), 근육통, 외상후의 종창ㆍ동통",NULL,3009,4
삼성안티셀액,삼성제약,"간질환의 보조 치료",NULL,3010,1
타펜-에스첩부제,삼성제약,"다음 질환 및 증상의 진통ㆍ소염 : 퇴행성관절염(골관절염), 어깨관절주위염, 건ㆍ건초염, 건주위염, 상완골상과염(테니스 엘보우 등), 근육통, 외상후의 종창ㆍ동통",NULL,3011,1
펩타딕정,크리스탈생명과학,"소화성 궤양에 따른 다음 증상의 개선 : 위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체)(체함), 구역, 구토, 위통, 신트림, 소화불량",NULL,3012,3
리드비타씨플러스정,광동제약,"○ 다음 경우의 비타민 B1, B2, B6, C, E의 보급- 육체피로- 임신ㆍ수유기- 병중ㆍ병후의 체력 저하시- 노년기○ 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 견통 등)○ 각기, 눈의 피로○ 햇빛ㆍ피부병 등에 의한 색소침착(기미, 주근깨)의 완화○ 잇몸출혈ㆍ비출혈 예방○ 아연의 보급",NULL,3013,17
은록정120mg,광동제약,"1. 주 효능효과1) 말초동맥 순환장애(간헐성 파행증)의 치료2) 어지러움, 혈관성 및 퇴행성 이명3) 이명, 두통, 기억력 감퇴, 집중력 장애, 우울감, 어지러움 등의 치매성 증상을 수반하는 기질성 뇌기능 장애의 치료",NULL,3014,2
뉴마젠정,광동제약,"1. 다음경우의 비타민 B1, B2, B6의 보급  - 육체피로, 임신.수유기, 병중.병후(병을 앓는 동안이나 회복 후)의 체력저하시2. 이 약에 함유된 비타민 등의 효능.효과는 다음과 같다. 1) 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 각기, 눈의피로 2) 다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염",NULL,3015,2
정우오적산엑스과립,정우신약,"만성이면서 증상이 심하지 않는 다음 증상 : 위장염, 허리통증, 신경통, 관절통, 월경통, 두통, 냉증, 갱년기장애, 감기",NULL,3016,1
정우당귀작약산엑스과립,정우신약,"비교적 체력이 허약하고 냉증으로 빈혈의 경향이 있으며 피로하기 쉽고 특히 하복부통, 머리 무거움, 어지러움, 어깨결림, 귀울림, 두근거림 등을 호소하는 다음 증상 : 월경불순, 월경이상, 월경통, 갱년기장애, 산전산후 또는 유산에 의한 장애(빈혈, 피로권태, 어지러움, 부종), 어지러움, 머리 무거움, 어깨결림, 요통, 하지의 냉증, 동창, 부종, 기미",NULL,3017,1
정우갈근탕엑스과립,정우신약,"감기, 코감기, 두통, 어깨결림, 근육통, 손과 어깨통증",NULL,3018,1
정우향사평위산엑스과립,정우신약,"식체(위체) 경향이 있는 다음 증상 : 식욕감퇴(식욕부진), 위무력",NULL,3019,1
정우반하백출천마탕엑스과립,정우신약,"위장이 허약하며 하지가 냉하고 어지러움, 두통 등의 증상",NULL,3020,1
정우삼소음엑스과립,정우신약,"감기, 기침",NULL,3021,1
정우용담사간탕엑스과립,정우신약,"비교적 체력이 있고, 하복부 근육이 긴장하는 경향이 있는 사람의 다음 증상 : 배뇨통, 잔뇨감, 혼탁뇨, 대하",NULL,3022,2
정우자음강화탕엑스과립,정우신약,"목이 건조하고 가래가 잘 나오지 않고 심하게 기침하는 증상",NULL,3023,1
혈기환,정우신약,"중풍, 고혈압으로 인한 머리무거움·두통",NULL,3024,191
정우세신엑스산,정우신약,"해열,항균,진통,거담",NULL,3025,2
정우연교엑스산,정우신약,"소염, 이뇨, 해독, 배농",NULL,3026,2
정우생강엑스산,정우신약,"건위, 발한, 구역, 구토",NULL,3027,2
정우목단피엑스산,정우신약,"어혈, 통경",NULL,3028,2
정우지각엑스산,정우신약,"구역, 해소, 만성설사",NULL,3029,2
정우치자엑스산,정우신약,"해열, 황달, 진정",NULL,3030,2
정우십전대보탕엑스과립,정우신약,"병후 체력저하, 피로권태, 식욕감퇴(식욕부진), 도한(盜汗, 야간에 자는 동안 땀이 나지만 느끼지 못하고 깨어나면 땀이 그치는 증상), 손발이 차가움, 빈혈",NULL,3031,1
천보환,정우신약,"기침, 천식",NULL,3032,23
맥감과립,정우신약,"가래가 끊어지지 않는 기침, 기관지염, 기관지천식",NULL,3033,3
정우감초엑스산,정우신약,"해독, 거담, 진경",NULL,3034,2
코사인정,일양바이오팜,"1. 감기 또는 알레르기성 및 혈관운동성 비염에 의한 다음 증상의 완화 : 재치기, 콧물, 코막힘, 눈물2. 부비동염에 의함 비충혈의 일시적 완화",NULL,3035,1
트라우밀정,새한제약,"[허가사항변경(2017년 재평가) 의약품안전평가과-4088, 2018.07.02] (정제)☆- 여러 기관과 조직에서의 염증과 관련된 염증성 및 퇴행성 과정- 외상(상처)(삠, 탈구, 타박, 골절), 혈액삼출 및 관절내 삼출- 수술 후 및 외상 후의 유연부 부종(부기) 및 부기☆ 국내임상시험 결과 추가 제출",NULL,3036,9
노비프록스액,태극제약,지루성피부염,NULL,3037,31
노비프록스크림,태극제약,"1. 다음 피부진균증의 치료1) 백선 : 체부백선, 고부백선(완선), 한포상백선2) 피부칸디다증 : 간찰진, 유아 기생균성 홍반, 지간미란증(손가락사이짓무름증)",NULL,3038,3
정우쌍화탕엑스과립,정우신약,"허약체질, 피로회복, 과로, 자한(自汗, 정신이 멀쩡하고 움직이지도 않았는데 저절로 땀이 나는 증상), 병중병후(병을 앓는 동안이나 회복 후)",NULL,3039,1
정우시호청간탕엑스과립,정우신약,"신경질이 심한 경향이 있는 소아의 다음 증상 : 신경과민, 만성편도염, 습진",NULL,3040,1
정우사칠탕엑스과립,정우신약,"기분이 우울하고 인후, 식도부에 이물감이 있고 때로는 숨참, 어지러움, 구역 등을 동반하는 다음 증상 : 불안신경증, 신경성위염, 입덧, 기침, 쉰목소리",NULL,3041,1
정우육군자탕엑스과립,정우신약,"위장이 약해서 식욕이 없고, 명치가 답답하고, 피로하기 쉽고, 빈혈성으로 손발이 차가워지기 쉬운 사람의 다음 증상 : 위염, 위무력, 위하수, 소화불량, 식욕감퇴(식욕부진), 위통, 구토",NULL,3042,1
정우인진호탕엑스과립,정우신약,"목마름, 요량감소, 변비가 있는 사람의 다음 증상 : 두드러기, 입안염",NULL,3043,1
정우보중익기탕엑스정,정우신약,"원기가 없고 위장 기능이 쇠약해져 피로하기 쉬운 다음 증상  : 허약체질, 피로권태, 병후쇠약, 식욕감퇴(식욕부진), 도한(盜汗, 야간에 자는 동안 땀이 나지만 느끼지 못하고 깨어나면 땀이 그치는 증상)",NULL,3044,1
요로신정,정우신약,"방광염, 요도염, 신장(콩팥)병, 신증후군, 부종(부기)",NULL,3045,8
가소콜액,태준제약,"1) 위내시경 검사시 장내기포제거2) 복부 X선 촬영시 장내가스제거3) 위장관내 가스로 인한 복부 증상(복부팽만감, 공기연하증 등)의 개선",NULL,3046,315
쥬니어하이비타정,경남제약,"1. 다음 경우 비타민 A, D, E, C, B1, B2, B6의 보급 - 육체피로  - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 이 약에 함유된 비타민의 효능·효과는 다음과 같다.  ·눈의 건조감 완화  ·야맹증(밤에 잘 못 보는 증상)  ·뼈, 이의 발육불량  ·구루병 예방  ·다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염  ·햇빛·피부병 등에 의한 색소침착(기미, 주근깨)의 완화  ·잇몸출혈·비출혈(코피) 예방 2. 칼슘결핍 및 기타 칼슘의 보급 3. 철 결핍성 빈혈의 예방과 치료",NULL,3047,4
티눈스립에이액,경남제약,"[허가사항변경(2015년 재평가), 의약품안전평가과-6848, 2016.12.12.]티눈, 못(굳은살)",NULL,3048,13
쎌레덤지크림,삼성제약,"- 2차 감염된 알레르기성 또는 염증성 피부질환 : 습진, 접촉피부염, 지루피부염, 아토피피부염, 광피부염, 만성단순태선, 간찰진, 박탈피부염, 가려움, 건선- 1도화상",NULL,3049,6
노통펜쿨정,마더스제약,"두통, 동통 및 불면증을 수반하는 통증, 발열의 일시적 완화소화불량, 식욕감퇴(식욕부진), 과식, 식체(위체), 소화촉진, 소화불량으로 인한 위부 팽만감",NULL,3050,1
펩타제정,한국유니온제약,"다음 경우의 비타민 B1, B2, B6, C, E의 보급-육체피로-임신·수유기-병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시-노년기다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염햇빛·피부병 등에 의한 색소침착(기미, 주근깨)의 완화잇몸출혈·비출혈(코피) 예방",NULL,3051,1
스테나골드정,경남제약,"[허가사항변경(안전성 정보처리), 의약품안전평가과-4208, 2016.08.04.] 치주치료 후 치은염, 경·중등도 치주염의 보조치료",NULL,3052,2
센시덴탈캡슐,경남제약,"고도근시, 야맹증(밤에 잘 못 보는 증상), 안정피로, 중심 및 주변 망막변성에 의한 약시, 시력감퇴",NULL,3053,9
그린아이즈연질캡슐,경남제약,"[허가사항변경(2014년 재평가), 의약품안전평가과-2589, 2015.11.17](캡슐제)(과립제)(시럽제)다음 질환에서의 객담배출곤란 :  급.만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증",NULL,3054,1
아제인캡슐,알파제약,"[허가사항변경(통일조정) 의약품정책과-1060, 2014.02.07]1. 주효능·효과감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증)2. 다음 질환에도 사용할 수 있다.치통, 관절통, 류마티양 동통(통증)",NULL,3055,1
알파아세트아미노펜정500mg,알파제약,"1. 주효능효과감기로 인한 발열 및 동통, 요통, 월경곤란증, 류마티양 관절염, 연소성 류마티양관절염, 골관절염(퇴행성 관절질환), 수술후 동통2. 다음 질환에도 사용할 수 있다.두통, 치통, 근육통, 신경통, 강직성 척추염, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)",NULL,3056,0
리오루펜정400mg,알파제약,"1. 다음 경우의 비타민 E의 보급1) 노년기2) 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다① 말초혈행장해 및 갱년시기 다음 증상의 완화 : 어깨·목결림, 수족저림·수족냉증",NULL,3057,13
슈페롤1000연질캡슐,알파제약,"1. 급ㆍ만성 간염의 치료 보조제2. 약물중독, 알코올 중독",NULL,3058,0
에바치온캡슐,조아제약,"[허가사항변경(2014년 재평가), 의약품안전평가과-2589, 2015.11.17](정제)(캡슐제)(시럽제)(흡입제)점액분비장애로 인한 다음의 급·만성 호흡기질환 : 급·만성기관지염, 천식성기관지염",NULL,3059,25
유니온암브록솔정,한국유니온제약,"- 노년기의 비타민E의 보급   말초혈행장애 및 갱년기시 다음 증상의 완화    : 어깨, 목결림,수족(손발)저림.수족냉증(손발이 차가움)- 마그네슘 결핍으로 인한 근육경련",NULL,3060,2
쎄토마연질캡슐,경남제약,"1. 말초동맥순환장애(간헐성파행증(이따금 절뚝거림))의 치료2. 어지러움, 혈관성 및 퇴행성 이명(귀울림)3. 이명(귀울림), 두통, 기억력감퇴, 집중력장애, 우울감, 어지러움 등의 치매성 증상을 수반하는 기질성 뇌기능 장애의 치료",NULL,3061,3
경남징코신연질캡슐,경남제약,"소화성 궤양에 따른 다음 증상의 개선 : 위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체),구역, 구토, 위통, 신트림, 소화불량",NULL,3062,1
쿨정,알파제약,"비타민 B군 결핍증의 예방 및 치료 또는 수요가 증대하는 다음 경우의 보급1. 수술전후 회복기 환자2. 스트레스 상태 : 항생제ㆍ이뇨제의 보조요법, 간질환, 수용성 비타민의 흡수ㆍ섭취를 방해하는 위장관장애, 지속성 또는 소모성 질환, 당뇨병, 화상, 골절, 중증감염, 심리적 장애",NULL,3063,48
메가백정,한국콜마,"위산과다, 속쓰림, 위부불쾌감, 식체(위체), 구역, 구토, 위통, 신트림",NULL,3064,3
가트에프정,알보젠코리아,"ㆍ 다음의 경우 비타민 A, E, B1, B2, B6, C의 보급 : 육체피로, 임신·수유기, 병중·병후의 체력저하시, 노년기ㆍ 눈의 건조감 완화, 야맹증ㆍ 말초 혈행 장애 및 갱년기 시 다음 증상의 완화 : 어깨·목결림, 수족 저림·수족 냉증ㆍ 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 견통 등)ㆍ 눈의피로ㆍ 각기",NULL,3065,2
아이즈웰정,경남제약,"간질환의 보조 치료",NULL,3066,1
레바탄액,알보젠코리아,"외상(타박상, 삠, 멍) 후의 통증ㆍ혈종ㆍ힘줄주위조직염ㆍ근육통ㆍ관절염, 혈전성정맥염, 혈행장해에 의한 통증과 염증성 질환(주사 후의 단단해짐 및 통증), 동창, 비후흉터ㆍ켈로이드의 치료와 예방, 주부습진의 건조형, 근육성 기운목(유아기)",NULL,3067,1
젬론겔,동구바이오제약,"다음의 피부진균증 :1) 백선 : 체부백선, 완선, 족부백선2) 피부칸디다증3) 어루러기4) 지루피부염",NULL,3068,3
케스나졸크림,알파제약,"1. 다음 경우의 비타민 B(1), B(2), B(6), C, E의 보급: 육체피로, 임신ㆍ수유기, 병중ㆍ병후의 체력저하시, 노년기2. 말초혈행장애 및 갱년기시 다음 증상의 완화: 어깨ㆍ목결림, 수족저림ㆍ수족냉증",NULL,3069,4
로젤민연질캡슐,알파제약,"- 2차 감염된 알레르기성 또는 염증성 피부질환 : 습진, 접촉피부염, 지루피부염, 아토피피부염, 광피부염, 만성단순태선, 간찰진, 박탈피부염, 가려움, 건선- 1도 화상",NULL,3070,1
프러스지크림,안국약품,"육체피로, 임신·수유기, 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시, 발육기, 노년기의 비타민A, D, E, B1, B2, B6, C의 보급, 눈의 건조감의 완화, 야맹증(밤에 잘 못 보는 증상), 뼈, 이의 발육불량, 구루병의 예방, 햇빛·피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈·비출혈(코피) 예방, 철 결핍성 빈혈의 예방 및 치료, 아연의 보급",NULL,3071,6
엑스비타정,경남제약,"- 육체피로, 임신ㆍ수유기, 병중ㆍ병후의 체력 저하시, 노년기의 비타민 B2, B6, C, E의 보급- 햇빛, 피부병 등에 의한 색소침착(기미, 주근깨)의 완화- 잇몸출혈, 비출혈 예방",NULL,3072,3
센시비타정,경남제약,"[허가사항변경(2015년 재평가), 의약품안전평가과-6848, 2016.12.12.](크림제)1. Trichophyton(T. rubrum, T. mentagrophytes, T. verrucosum, T. violaceum), Microsporum canis 및 Epidermophyton floccosum과 같은 피부사상균에 의한 피부진균감염증 : 족부백선, 고부백선(완선), 체부백선2. Pityrosporum orbiculare (Malassezia furfur)에 의한 어루러기3. 피부칸디다증",NULL,3073,1
벤스나졸크림,알파제약,"단순포진 바이러스 감염증(초기 및 재발성 생식기 포진과 구순포진 포함)",NULL,3074,10
크리바크림,알파제약,"이명, 두통, 기억력감퇴, 집중력장애, 우울감, 어지러움 등의 치매성증상을 수반하는 기질성 뇌기능장애의 치료",NULL,3075,5
징코나에스연질캡슐,한국유나이티드제약,"1. 계절성 및 다년성 알레르기성 비염, 알레르기성 결막염, 만성 특발성 두드러기, 피부 소양증2. 하이드로코티손 외용제와 병용에 의한 습진, 피부염",NULL,3076,3
"타미진정[수출명 : 아세르텍정, 지레텍정, 세진정, 알파세진정, ZERIN Tab.]",알파제약,"다음 경우의 비타민A, D, E, B1, B2, B6, C 의 보급- 육체피로, 임신·수유기, 병중·병후의 체력저하시, 발육기, 노년기눈의 건조감의 완화, 야맹증다음 증상의 완화 : 신경통, 근육통, 관절통 (요통, 견통 등)각기, 눈의 피로말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨, 목결림, 수족저림, 수족냉증",NULL,3077,17
게브라본코큐텐연질캡슐,알파제약,"1. 유효균종    포도구균, 연쇄구균, 코리네박테륨, 클로스트리듐2. 적응증 - 농피증(농가진, 감염성습진양피부염, 심상성여드름(보통여드름), 모낭염, 종기 및 종기증,     화농성한선염, 농가진성습진), 화상·외상·봉합창·식피창에 의한 2차 감염",NULL,3078,1
루시바크림,알파제약,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 위부팽만감, 구역, 구토",NULL,3079,1
아스타정,알파제약,"[허가사항변경(2014년 재평가), 의약품안전평가과-2589, 2015.11.17](캡슐제)설사, 복통(배아픔)을 수반하는 설사, 체함, 묽은 변, 토사",NULL,3080,14
알디스탑캡슐,알파제약,"진행성 지장각피증(주부습진의 건조형), 손, 발바닥 각피증, 어린선(魚鱗蘚), 노인성 건피증, 모공성 태선, 아토피피부",NULL,3081,1
리폼크림,한국파비스제약,"위통, 속쓰림, 소화불량, 구역",NULL,3082,49
라니트린정,알파제약,"○ 다음경우의 비타민 B1, B2, B6의 보급- 육체피로- 임신, 수유기- 병중, 병후(병을 앓는 동안이나 회복 후)의 체력저하시",NULL,3083,14
비트롤연질캡슐,안국약품,"[허가사항변경(2014년 재평가), 의약품안전평가과-2589, 2015.11.17](정제)소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감, 가스제거",NULL,3084,1
파메콘정,알파제약,"신경과민으로 인한 불면시 수면 유도 및 진정 효과",NULL,3085,16
아졸정,알파제약,"*다음 경우의 비타민 A, C, E 의 보급  - 육체피로  - 병중,병후(병을 앓는 동안이나 회복 후)의 체력저하시  - 노년기* 이 약에 함유된 비타민 등의 효능.효과는 다음과 같다.     -비타민E (토코페롤아세테이트)    - 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨.목결림, 수족저림.수족냉증(손발이 차가움)   -비타민C (아스코르브산)  - 햇빛.피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈.비출혈       (코피) 예방*아연의 보급",NULL,3086,30
셀비타연질캡슐,알파제약,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감",NULL,3087,1
파밀라제정,알파제약,"다음 질환의 보조 치료 : 독성 간질환, 간세포 보호, 만성 간염, 간경변",NULL,3088,15
"알파실리마린정[수출명:하니마린정,HONYMARINETABLET]",알파제약,"구역, 식욕감퇴(식욕부진), 위염, 위장허약, 피로 및 감기 후기 증상",NULL,3089,1
정우소시호탕엑스과립,정우신약,"피부의 색과 윤기가 좋지 않고 상기(기혈이 머리 쪽으로 치밀어 오름)가 있는 사람의 다음 증상 : 월경불순, 월경곤란, 갱년기장애, 신경과민",NULL,3090,1
정우온청음엑스과립,정우신약,"[허가사항변경(통일조정) 의약품정책과-1060, 2014.2.7]해열 및 감기에 의한 동통(통증)과 두통, 치통, 근육통, 허리동통(통증), 생리통, 관절통의 완화",NULL,3091,1
트라몰8시간서방정650mg,코오롱제약,"기분이 우울하고 인후, 식도부에 이물감이 있고 때로는 숨참, 어지러움, 구역 등을 동반하는 다음 증상 : 불안신경증, 신경성위염, 입덧, 기침, 쉰목소리",NULL,3092,0
정우사칠탕엑스정,정우신약,"목마름, 요량감소가 있는 사람의 다음 증상 : 구토, 두드러기, 숙취로 인한 구역, 부종(부기)",NULL,3093,1
정우인진오령산엑스과립,정우신약,"화농(곪음)성 피부질환, 급성 피부질환의 초기, 급성습진, 두드러기, 무좀",NULL,3094,1
소독정,정우신약,"변비, 변비에 수반하는 다음 증상의 완화 : 머리가 무거움, 역상, 피부거침, 부스럼, 식욕부진(식욕감퇴), 복부(배부분)팽만, 장내이상발효, 치질",NULL,3095,206
생장환에스정,정우신약,"1. 기침, 가래2. 목의 염증에 의한 다음 증상 : 목이 붓고 아플때, 목의 불쾌감, 목쉼",NULL,3096,4
브론코푸트로키,새한제약,"코감기(급성비염), 알레르기성비염 또는 부비동염에 의한 다음 증상의 완화 : 코막힘, 콧물, 재채기, 눈물, 인후통, 머리무거움",NULL,3097,6
노즈콜츄정,새한제약,"○ 기침, 가래○ 목의 염증에 의한 다음 증상 : 목이 붓고 아플때, 목의 불쾌감, 목쉼",NULL,3098,5
브론케어트로키,새한제약,"목의 통증완화, 감기로 인한 기침, 구강의 급.만성 감염증,치육염, 치주염, 치석의 형성억제, 충치예방",NULL,3099,2
구청껌정,새한제약,"○ 다음 경우의 비타민 E, B1, B2, B6, C의 보급- 육체피로- 임신 ㆍ 수유기- 병중 ㆍ 병후(병을 앓는 동안이나 회복 후)의 체력저하시- 노년기- 이 약에 함유된 비타민 등의 효능 ㆍ 효과는 다음과 같다. ㆍ 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨 ㆍ 목결림, 수족저림 ㆍ 수족냉증(손발이 차가움) ㆍ 다음 증상의 완화 :신경통, 근육통, 관절통 (요통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 ㆍ 각기 ㆍ 눈의 피로",NULL,3100,11
시티콤연질캡슐,안국약품,"○ 다음 경우의 비타민 E, B1, B2, B6의 보급 - 육체피로 - 임신 수유기 - 병중 병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기",NULL,3101,0
액티맥스연질캡슐,안국약품,"○ 다음 경우의 비타민 E, B1, B6, C의 보급- 육체피로- 임신 수유기- 병중 병후(병을 앓는 동안이나 회복 후)의 체력저하시- 노년기- 이 약에 함유된 비타민 등의 효능 효과는 다음과 같다. - 말초혈행 장애 및 갱년기시 다음 증상의 완화 : 어깨ㆍ목결림, 수족저림 수족냉증(손발이 차가움)",NULL,3102,0
맥스페롤연질캡슐,안국약품,"1. 말초동맥순환장애(간혈성 파행증)의 치료2. 어지러움, 혈관성 및 퇴행성 이명3. 이명, 두통, 기억력 감퇴, 집중력 장애, 우울감, 어지러움 등의 치매성 증상을 수반하는 기질성 뇌기증 장애",NULL,3103,0
징코모아정120mg,한국비엠아이,"○ 다음경우의 비타민 B6, C의 보급 - 육체피로 - 임신 수유기 - 병중 병후(병을 앓는 동안이나 회복 후)의 체력저하시",NULL,3104,16
비타엘씨연질캡슐,안국약품,"○ 다음 경우의 비타민 E, B1, B2, B6의 보급- 육체피로- 임신 ㆍ 수유기- 병중 ㆍ 병후(병을 앓는 동안이나 회복 후)의 체력저하시- 노년기- 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다.  ㆍ  말초혈행장애 및 갱년기 시 다음 증상의 완화 : 어깨ㆍ목결림, 수족저림 ㆍ 수족냉증(손발이 차가움)  ㆍ 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염  ㆍ 각기  ㆍ 눈의 피로",NULL,3105,0
테라콘연질캡슐,안국약품,"물설사, 구토, 목마름, 요량감소를 수반하는 다음 증상 : 식체(위체), 더위먹음, 복냉, 급성 위장염, 복통(배아픔)",NULL,3106,0
올위과립,정우신약,"금연보조제로서 니코틴의존증에 있어 니코틴금단증상의 완화",NULL,3107,3
니코맨트로키,새한제약,"금연보조제로서 흡연량을 감소시키며, 담배를 끊을 수 있도록 도와준다.",NULL,3108,5
"니코맨껌2mg ",새한제약,"1. 다음 경우의 비타민 D의 보급 - 임신ㆍ수유기, 발육기, 노년기 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다ㆍ뼈, 이의 발육불량ㆍ구루병의 예방 2. 칼슘 결핍 및 기타 칼슘 보급",NULL,3109,3
칼페롤정,일양바이오팜,"과음, 속쓰림, 위트림, 과식, 위통, 위부불쾌감, 소화불량, 소화촉진, 식욕부진, 위약, 위산과다, 위·복부(상복부·배부분)팽만감, 구역질(위의 메스꺼림, 숙취, 술을 마신 후의 구역질, 오심(구역)), 구토, 가슴앓이, 트림, 위의 무거움",NULL,3110,15
